id	filename	md5	size	state
004d8238-0a74-40bd-9547-f48a2086c416	TCGA-75-7030-01Z-00-DX1.5DDF24B5-00D1-4418-A067-A9B609E15314.svs	90288ee72575729d4626f9606c4bd9f1	479223350	validated
00a0b174-1eab-446a-ba8c-7c6e3acd7f0c	TCGA-MN-A4N4-01Z-00-DX2.9550732D-8FB1-43D9-B094-7C0CD310E9C0.svs	d4e69e42b6997ef679a833977f47931b	1845877287	validated
00efe162-75c1-4451-814c-1576cf6856f8	TCGA-86-6562-01Z-00-DX1.5dea3015-e606-4837-9f99-ac14f0aa091b.svs	22f552c1d94c720e6c64bcbc8ddd9b29	487742049	validated
015862cf-a450-48fa-b987-f993729436a6	TCGA-97-7552-01Z-00-DX1.a5ab8959-ff7a-4287-b014-87439957fb67.svs	648eb0ab86e3b1c71319ed608568348d	464874613	validated
01954393-6fd5-422b-bf9e-36fab4452619	TCGA-38-6178-01Z-00-DX1.5932337D-BA2B-455D-9E34-22961EFA2170.svs	8e0f787f1d000d37e45eebaa49cff894	755655235	validated
01bea133-7f27-40a6-8d4e-018da17accda	TCGA-J2-A4AE-01Z-00-DX1.42C5DE4A-7787-4E59-8969-D12503262C96.svs	278548004053fb71d72eb3dcfb02a856	1127434188	validated
01fe54a6-9ec6-41b8-b625-df0e213262b8	TCGA-55-1596-01Z-00-DX1.de65522d-92ab-408e-9b7e-24210d386b97.svs	5199fc73fa59bafc833737e43630455e	720626527	validated
022450db-7064-4a04-ba2d-98d0a67fb84e	TCGA-49-AARQ-01Z-00-DX1.3FA36419-1658-4602-9170-84A622787C3E.svs	0fead36c0b5c78fd0b76e60602127451	1216119521	validated
0315c33e-aeaa-4221-8799-7c67bbfc0407	TCGA-49-4494-01Z-00-DX7.9f722476-622e-4374-9fda-ef35184f01e0.svs	ebe0b73731d6414e2eda19194c9ed777	511375417	validated
03309e6b-eb69-4009-9f7b-74b0a0f00de4	TCGA-55-7284-01Z-00-DX1.68b95b9b-1aab-4f03-aad3-1132467b7499.svs	34cc38bf32871c2b7e6e91c8ec66a79d	257288155	validated
035b04c3-f528-4772-950f-325fda40159a	TCGA-55-8302-01Z-00-DX1.E0C2B152-BBA9-4AA7-9E6B-BD57B68163CB.svs	168542cbddbe6c6f92ce2621f89f1706	400319850	validated
035fdf1f-b813-4ea6-9395-f2ea38ccaee6	TCGA-86-6851-01Z-00-DX1.0b13e600-fd7b-44a2-9ec2-26e9938fb7bc.svs	3d2df03b82cfc7f6f539592b6c069728	182094511	validated
03e2bc97-060e-4575-9510-4d7ec8a9c9e8	TCGA-05-4402-01Z-00-DX1.c653ddc2-88c1-45ac-88e7-4e512b8e8d53.svs	586f4284f9d4f62b21b4d49fe98b7bc6	625776842	validated
04e1d8f1-c6ef-4f1d-b60a-c95b3a992567	TCGA-49-4501-01Z-00-DX2.07b7723d-136b-490c-9dd3-7f3aef78d3d9.svs	0caedb98a9ea6e3a4b8d06d118e3f4c5	1472919247	validated
05843435-cd47-4dd1-a69b-b46e5e98518f	TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d.svs	7fa08e5b6100d4f96fe1c11d04e0210f	313852628	validated
05fe09f7-e427-4ddf-9f50-527828c033a8	TCGA-67-6216-01Z-00-DX1.04da6a64-bd3a-48ed-bc99-d651e00a1aa4.svs	fa874cb6e5820a1aa58cba55e7119028	288719399	validated
065e8ed3-adce-477d-8012-6cfc498bc335	TCGA-69-8453-01Z-00-DX1.C472096B-95BA-42CD-ADEB-326C38F9DC95.svs	cee5f15b8a4d3725ef2034943a136034	1677844651	validated
06975b35-dad3-4c7b-9274-33ad83f0988a	TCGA-62-A471-01Z-00-DX1.51A235BB-7F67-4C0D-8B15-2E26116D8822.svs	c21bf016514562f6b488fe87e171cb42	1253561448	validated
06c1f5a5-faa6-4fd0-9706-995716e248a9	TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2.svs	4653627f0f532d93e59f26be4409ea1a	419311650	validated
06cabd4b-c045-413a-8674-36992d62ff2e	TCGA-L9-A50W-01Z-00-DX1.21FAAB58-58EF-4A6A-8F0A-16D9AB9B1056.svs	c54b0d5f6fa04849f7c2cfe794d063c6	1909130765	validated
06f120a8-46a3-4e9b-b15a-c33493ba4164	TCGA-05-5429-01Z-00-DX1.20729065-FADA-4E43-98D7-AFA5FB4A0447.svs	908b55ed86e84f1e23fbfc6779850269	8736228	validated
070defff-1f5d-49e7-85b9-de4508e8a0c9	TCGA-05-4396-01Z-00-DX1.49DD5F68-7473-4945-B384-EA6D5AE383CB.svs	0bdfc71ab94998847b83a0f18d8b458e	465271414	validated
075ccdbe-9d24-44b5-b8a6-2389fa7d683b	TCGA-64-1679-01Z-00-DX1.f9fd24ef-d51c-4530-9fb5-e8a8f09dba73.svs	99a2cb3f408fa37df9b12b3b266532dc	250303701	validated
07dc3bb4-f8c0-4850-a566-beb154fdd8b0	TCGA-L9-A443-01Z-00-DX1.9F68A13A-2865-41BF-88A7-B0DF75961C6F.svs	12060ef678f9a5aebbfe3021b0f73e4a	1722705425	validated
080c4505-c195-4027-9d83-a23276c4c6d3	TCGA-97-7547-01Z-00-DX1.3563966f-21ee-4405-9106-9e0bf8df9f1a.svs	26d386050ee57bae8c315f3bbdacd793	755691587	validated
08135962-587e-4efa-a566-3be44385ebb3	TCGA-MP-A4SW-01Z-00-DX1.A6651B25-A35A-4BDE-9EBF-D264A02003C8.svs	7e40160918d6e622ba225715e35c4fb3	829833729	validated
083fea50-313e-42dc-bd80-4b70fec04ddf	TCGA-86-8279-01Z-00-DX1.fd12b60e-d181-454b-a655-298a973a849d.svs	915d05018de82eb1176f672dd2daafe2	621193831	validated
